# Make a gift redirects
makeagift.ucsf.edu/site/PageServer?pagename=homepage	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Department of Medicine&ACode=B7097	https://giving.ucsf.edu/fund/01t8Z00000BdU3aQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Department of Pediatrics&ACode=B2806&AppealCode=KPEC8	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdToDQAV?appealCode=KPEC8
makeagift.ucsf.edu/site/SPageServer?Primary=Emergency Medicine	https://giving.ucsf.edu/fund/01t8Z00000BdTwEQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Emergency Medicine&ACode=B7698	https://giving.ucsf.edu/fund/01t8Z00000BdTuyQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Fall 2020 Fuel Our Future Challenge&ACode=U5013&AppealCode= MLWCP	https://giving.ucsf.edu/fund/01t8Z00000BdU53QAF?appealCode=MLWCP
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_GeneralGivingForm	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV
makeagift.ucsf.edu/site/SPageServer?ACode=B0020&AppealCode=GL87S	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=GL87S
makeagift.ucsf.edu/site/SPageServer?ACode=B7873	https://giving.ucsf.edu/fund/01t8Z00000BdTqTQAV
makeagift.ucsf.edu/site/SPageServer?amt2=1&Other=Raymond-Flesch Research Fundzzz7031506-SFFDN&GiftChoice=1000	https://giving.ucsf.edu/fund/other?giftChoice=1000&giftComments=Raymod-Flesh Research Fund zzz7031506-SFFDN
makeagift.ucsf.edu/site/SPageServer?AppealCode=23GTAXW	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=23GTAXW
makeagift.ucsf.edu/site/SPageServer?AppealCode=G9REW	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=G9REW
makeagift.ucsf.edu/site/SPageServer?AppealCode=GZTXW	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=GZTXW
makeagift.ucsf.edu/site/SPageServer?Other=Anselm Strauss Endowed Scholarship Fund (S0427)	https://giving.ucsf.edu/fund/other?giftComments=Anselm Strauss Endowed Scholarship Fund (S0427)
makeagift.ucsf.edu/site/SPageServer?Other=Bioengineering and Therapeutic Sciences (B0782)	https://giving.ucsf.edu/fund/other?giftComments=Bioengineering and Therapeutic Sciences (B0782)
makeagift.ucsf.edu/site/SPageServer?Other=Black Centering Midwifery Led Group Care zzz7031432-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Black Centering Midwifery Led Group Care zzz7031432-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=Bruce Wintroub Endowment in Dermatology Fund - S8299	https://giving.ucsf.edu/fund/01t8Z00000AdaBrQAJ
makeagift.ucsf.edu/site/SPageServer?Other=Cardiology Fund for Research and Fellows (B3147)	https://giving.ucsf.edu/fund/other?giftComments=Cardiology Fund for Research and Fellows (B3147)
makeagift.ucsf.edu/site/SPageServer?Other=Center for Global Nursingzzz7031394-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Center for Global Nursingzzz7031394-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=CICU (B3379) in memory of Sanaya Shah	https://giving.ucsf.edu/fund/other?giftComments=CICU (B3379) in memory of Sanaya Shah&tribute=2&tributeFullName=Sanaya Shah
makeagift.ucsf.edu/site/SPageServer?Other=Dr. Bhargava's Fund - B7259	https://giving.ucsf.edu/fund/01t8Z00000AdaBHQAZ
makeagift.ucsf.edu/site/SPageServer?Other=Dr. Cameron Wheeler Endowed Scholarship Fund (S8296)&GiftChoice=1000	https://giving.ucsf.edu/fund/01t8Z00000AdaCFQAZ
makeagift.ucsf.edu/site/SPageServer?Other=Dr. Harper's research fund - Beyond the Pill (B7395)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Harper's research fund - Beyond the Pill (B7395)
makeagift.ucsf.edu/site/SPageServer?Other=Dr. John Chorba Research Fund - B8961	https://giving.ucsf.edu/fund/other?giftComments=Dr. Lena Winestone Research Fund (B8107)
makeagift.ucsf.edu/site/SPageServer?Other=Dr. Lena Winestone Research Fund (B8107)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Lena Winestone Research Fund (B8107)
makeagift.ucsf.edu/site/SPageServer?Other=Eddie Chang Support Fund (B3276)&utm_medium=social&utm_source=Podcast Gift Ask&utm_campaign=EddieChangPodcast	https://giving.ucsf.edu/fund/other?giftComments=Eddie Chang Support Fund (B3276)&utm_medium=social&utm_source=Podcast Gift Ask&utm_campaign=EddieChangPodcast
makeagift.ucsf.edu/site/SPageServer?Other=Encephalitis and Meningitis Fund (B9257)	https://giving.ucsf.edu/fund/other?giftComments=Encephalitis and Meningitis Fund (B9257)
makeagift.ucsf.edu/site/SPageServer?Other=Endometriosis Center Fund (B8977)&AppealCode=ENDO	https://giving.ucsf.edu/fund/01t8Z00000BdU0TQAV
makeagift.ucsf.edu/site/SPageServer?Other=Estes Endowed Scholarship Fund (S0462)	https://giving.ucsf.edu/fund/other?giftComments=Estes Endowed Scholarship Fund (S0462)
makeagift.ucsf.edu/site/SPageServer?Other=Friends of IHA - Rainbows of Aging Study (B1337)&AppealCode=SONRA	https://giving.ucsf.edu/fund/other?giftComments=Friends of IHA - Rainbows of Aging Study (B1337)&AppealCode=SONRA
makeagift.ucsf.edu/site/SPageServer?Other=George Harrison, MD Endowed Fund (S8204)	https://giving.ucsf.edu/fund/01t8Z00000BdTvsQAF
makeagift.ucsf.edu/site/SPageServer?Other=Harrington Scholarship Fund (B7452)	https://giving.ucsf.edu/fund/other?giftComments=Harrington Scholarship Fund (B7452)
makeagift.ucsf.edu/site/SPageServer?Other=HOPE COVID-19 - Institute for Global Health Fund (B1800)&AppealCode=ZCA17	https://giving.ucsf.edu/fund/01t8Z00000BdTw5QAF
makeagift.ucsf.edu/site/SPageServer?Other=Institute for Global Health Fund zzzB1800&IMO=2&imoFirst=John and Camellia&imoLast=Peabody	https://giving.ucsf.edu/fund/other?giftComments=Institute for Global Health Fund zzzB1800&tribute=2&tributeFullName=John and Camellia Peabody
makeagift.ucsf.edu/site/SPageServer?Other=Jennifer Lai Research Fundzzz7031024	https://giving.ucsf.edu/fund/01t8Z00000AdbBGQAZ
makeagift.ucsf.edu/site/SPageServer?Other=Marcus Conant, MD Endowment for HIV Dermatology and LGBTQ Health zzz7902646-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Marcus Conant, MD Endowment for HIV Dermatology and LGBTQ Health zzz7902646-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=Maternal Fetal Medicine Program (B2737)	https://giving.ucsf.edu/fund/other?giftComments=Maternal Fetal Medicine Program (B2737)
makeagift.ucsf.edu/site/SPageServer?Other=Movement Disorders and Neuromodulation Center (B2396)	https://giving.ucsf.edu/fund/01t8Z00000BdTt3QAF
makeagift.ucsf.edu/site/SPageServer?Other=Orthotics and Prosthetics Gift Fund (B3067)	https://giving.ucsf.edu/fund/other?giftComments=Orthotics and Prosthetics Gift Fund (B3067)
makeagift.ucsf.edu/site/SPageServer?Other=Pain and Addiction Research Center (B9181)	https://giving.ucsf.edu/fund/other?giftComments=Pain and Addiction Research Center (B9181)
makeagift.ucsf.edu/site/SPageServer?Other=Pediatric Pulmonary Hypertension (B3178)	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Pulmonary Hypertension (B3178)
makeagift.ucsf.edu/site/SPageServer?Other=Polycystic Ovarian Syndrome (PCOS) Program Fund (B7753)	https://giving.ucsf.edu/fund/01t8Z00000AdaawQAB
makeagift.ucsf.edu/site/SPageServer?Other=Pre-Medical Surgical Internship Program at UCSF Fresnozzz7031777-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Pre-Medical Surgical Internship Program at UCSF Fresnozzz7031777-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=Psilocybin Study - B7586	https://giving.ucsf.edu/fund/other?giftComments=Psilocybin Study - B7586
makeagift.ucsf.edu/site/SPageServer?Other=Quantitative Biosciences Institute General Gifts Fund (B7744)	https://giving.ucsf.edu/fund/01t8Z00000AdaZeQAJ
makeagift.ucsf.edu/site/SPageServer?Other=Research Support Fund - Desikan (B7886)	https://giving.ucsf.edu/fund/other?giftComments=Research Support Fund - Desikan (B7886)
makeagift.ucsf.edu/site/SPageServer?Other=Rosenman Institute (B7061)	https://giving.ucsf.edu/fund/other?giftComments=Rosenman Institute (B7061)
makeagift.ucsf.edu/site/SPageServer?Other=Sickle Cell Center of Excellence Fund zzz7031337-SFFDN	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaOTQAZ
makeagift.ucsf.edu/site/SPageServer?Other=Social and Behavioral Science Discretionary Fund (B7192)	https://giving.ucsf.edu/fund/other?giftComments=Social and Behavioral Science Discretionary Fund (B7192)
makeagift.ucsf.edu/site/SPageServer?Other=The Pediatric Intensive Care Unit (B1520), in memory of Sanaya Shah	https://donate.ucsfbenioffchildrens.org/fund/pediatric-intensive-care-unit/01t8Z00000BdTzwQAF
makeagift.ucsf.edu/site/SPageServer?Other=The UCSF Program for Bioethics (B8011)	https://giving.ucsf.edu/fund/other?giftComments=The UCSF Program for Bioethics (B8011)
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Dependent Care Philanthropy Fund (B9080)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Dependent Care Philanthropy Fund (B9080)
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Epilepsy Center - B7775	https://giving.ucsf.edu/fund/01t8Z00000BdU1uQAF
makeagift.ucsf.edu/site/SPageServer?Other=UCSF Musculoskeletal Center (B9251)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Musculoskeletal Center (B9251)
makeagift.ucsf.edu/site/SPageServer?Other=UCSF QBI and Institut Pasteur Fund zzz7031582-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=UCSF QBI and Institut Pasteur Fund zzz7031582-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=UCSF School of Dentistry Greenspan Fundzzz7031571-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=UCSF School of Dentistry Greenspan Fundzzz7031571-SFFDN
makeagift.ucsf.edu/site/SPageServer?Other=Uma Mahadevan Research Fund - PIANO (B2188)	makeagift.ucsf.edu/piano
makeagift.ucsf.edu/site/SPageServer?Other=Virginia Olesen Endowment Fund (M5093)	https://giving.ucsf.edu/fund/01t8Z00000BdTvQQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&IMO=1&imoFirst=Sanford&imoLast=Diller&utm_source=web&utm_medium=obit&utm_campaign=IMO_Diller	https://giving.ucsf.edu/category/cancer?&utm_source=web&utm_medium=obit&utm_campaign=IMO_Diller
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Dr. Rugo's Breast Cancer Research (B3363)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Rugo's Breast Cancer Research (B3363)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Dr. Venook Cancer Research Fund (B0683)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Venook Cancer Research Fund (B0683)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Gastrointestinal Oncology Research - Van Loon (B3193)	https://giving.ucsf.edu/fund/other?giftComments=Gastrointestinal Oncology Research - Van Loon (B3193)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Hao Nguyen Research Fund (B7865)	https://giving.ucsf.edu/fund/other?giftComments=Hao Nguyen Research Fund (B7865)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Hematology Oncology Research-Kelley (B2947)	https://giving.ucsf.edu/fund/other?giftComments=Hematology Oncology Research-Kelley (B2947)
makeagift.ucsf.edu/site/SPageServer?Primary=Cancer&Other=Robin Beth Greenwood Memorial Fund for Breast Cancer Research (B7187)	https://giving.ucsf.edu/fund/other?giftComments=Robin Beth Greenwood Memorial Fund for Breast Cancer Research (B7187)
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&ACode=B3040	https://giving.ucsf.edu/fund/01t8Z00000BdU3dQAF
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&Other=Pediatric Dental Clinic (B7135)	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Dental Clinic (B7135)
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&Other=Pediatric Dental Clinic (B7135)	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Dental Clinic (B7135)
makeagift.ucsf.edu/site/SPageServer?Primary=Dentistry&Other=Pediatric Dentistry Outreach (B7371)	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Dentistry Outreach (B7371)
makeagift.ucsf.edu/site/SPageServer?Primary=Head and Neck Surgery&ACode=B2118	https://giving.ucsf.edu/fund/01t8Z00000BdU11QAF
makeagift.ucsf.edu/site/SPageServer?Primary=Head and Neck Surgery&ACode=B2568	https://giving.ucsf.edu/fund/01t8Z00000BdU5MQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Nursing&ACode=B7337	https://giving.ucsf.edu/fund/01t8Z00000BdTrWQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Nursing&ACode=B7393	https://giving.ucsf.edu/fund/01t8Z00000BdU5TQAV
makeagift.ucsf.edu/site/SPageServer?Primary=Orthopaedics&Other=Orthopaedic Trauma Fund (B3065)	https://giving.ucsf.edu/fund/01t8Z00000AdhemQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Psychiatry&Other=Eating Disorders Program - Faculty Support Fund (B7483)&AppealCode=UCEDP	https://giving.ucsf.edu/fund/01t8Z00000AdjaKQAR
makeagift.ucsf.edu/site/SPageServer?Primary=Psychiatry&Other=Mood Disorder Program Expendable Fund (B7352)	https://giving.ucsf.edu/fund/other?giftComments=Psychiatry&Other=Mood Disorder Program Expendable Fund (B7352)
makeagift.ucsf.edu/site/SPageServer?Primary=School of Nursing&ACode=B0739	https://giving.ucsf.edu/fund/01t8Z00000BdTvFQAV
makeagift.ucsf.edu/site/SPageServer?Primary=School of Nursing&Other=Midwifery Mentoring and Belonging Fund (B8962)	https://giving.ucsf.edu/fund/other?giftComments=Midwifery Mentoring and Belonging Fund (B8962)
makeagift.ucsf.edu/site/SPageServer?Primary=Women's Health&Other=Women's HIV Program (WHP) (B2080)	https://giving.ucsf.edu/fund/01t8Z00000BdTw3QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&ACode=B3375	https://giving.ucsf.edu/fund/other?giftComments=
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&ACode=B7033	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode= MDRZW	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_PediatricCancerGivingForm&Primary=Dog Therapy	https://giving.ucsf.edu/fund/other?giftComments=Dog Therapy
makeagift.ucsf.edu/site/SPageServer?pagename=API_RD_CH_PediatricCancerGivingForm&Primary=Pediatric Cancer&utm_source=Pediatric_Cancer_video&utm_medium=video	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?utm_source=Pediatric_Cancer_video&utm_medium=video
makeagift.ucsf.edu/site/SPageServer/PageServer?Other=Global Health Group (B2800)&AppealCode=FY23TMEI	https://giving.ucsf.edu/fund/other?giftComments=Global Health Group (B2800)&appealCode=FY23TMEI
makeagift.ucsf.edu/site/SPageServer/PageServer?Other=Justice, Social Sciences and Health Fund (B1381)&AppealCode=AHP18	https://giving.ucsf.edu/fund/other?giftComments=Justice, Social Sciences and Health Fund (B1381)&appealCode=AHP18
makeagift.ucsf.edu/site/SPageServer/PageServer?Other=Michelle Hsiang Gift Fund zzz7031292-SFFDN	https://giving.ucsf.edu/fund/other?giftComments=Michelle Hsiang Gift Fund zzz7031292-SFFDN
makeagift.ucsf.edu/site/SPageServer/PageServer?Other=The Carroll Estes Rising Star Award (B7843)	https://giving.ucsf.edu/fund/other?giftComments=The Carroll Estes Rising Star Award (B7843)
makeagift.ucsf.edu/site/SPageServer/PageServer?Primary=Women's Health&Other=Comprehensive Fibroid Program (B7464)	https://giving.ucsf.edu/fund/01t8Z00000BdTxzQAF
makeagift.ucsf.edu/site/SPageServer/PageServer?pagename=A1_API_UCSFFUNDGivingForm&ACode=B7059	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV
makeagift.ucsf.edu/site/SPageServer/PageServer?pagename=A1_API_UCSFFUNDGivingForm&ACode=B7060	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV
makeagift.ucsf.edu/site/SPageServer/PageServer?pagename=A1_API_UCSFFundGivingForm&AppealCode=K4VV1	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=K4VV1
makeagift.ucsf.edu/site/SPageServer?Other=AME Innovations Funding Program (S8295)	https://giving.ucsf.edu/fund/01t8Z00000BdTtEQAV
makeagift.ucsf.edu/site/SPageServer?&Other=J. Ramachandran PhD Neuro-Oncology Fellowship (S8285)&IMO=2&imoFirst=Janakiraman&imoLast=Ramachandran	https://giving.ucsf.edu/fund/other?giftComments=J. Ramachandran PhD Neuro-Oncology Fellowship (S8285)&tribute=2&tributeFullName=Janakiraman Ramachandran
makeagift.ucsf.edu/site/SPageServer?category=1&pagename=A1_API_AppealGivingForm&Primary=Cancer Program&Allocation=Pancreatic Cancer research at the UCSF Pancreas Cancer Program&AppealCode=WPC11&AllocationCode=B1931&SchoolCode=MED	https://giving.ucsf.edu/fund/other?giftComments=Cancer Program&Allocation=Pancreatic Cancer research at the UCSF Pancreas Cancer Program&appealCode=WPC11
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_AlumniGivingForm&Primary=Chancellor	https://giving.ucsf.edu/fund/01t8Z00000AdaUXQAZ
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_AlumniGivingForm&Primary=Dentistry&AppealCode=DEN9F	https://giving.ucsf.edu/category/0ZG8Z000000oYKNWA2?appealCode=DEN9F
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_AlumniGivingForm&Primary=Emeritus	https://giving.ucsf.edu/category/0ZG8Z000000oYKNWA2
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_AppealsGivingForm&AppealCode=G1AN1	https://giving.ucsf.edu/fund/01t8Z00000BdU7LQAV?appealCode=G1AN1
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_CardiologyCouncilGivingForm&AppealCode=24LDECW	https://giving.ucsf.edu/fund/01t8Z00000BdTr5QAF
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_ChancellorsCircleGivingForm&AppealCode=23CWEB	https://giving.ucsf.edu/fund/01t8Z00000AdaUXQAZ?appealCode=23CWEB
makeagift.ucsf.edu/site/SPageServer?pagename=A1_API_ChancellorsCircleGivingForm&AppealCode=23CWEB	https://giving.ucsf.edu/fund/01t8Z00000AdaUXQAZ?appealCode=23CWEB
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&ACode=B3248&AppealCode=11XCDGW	https://giving.ucsf.edu/category/0ZG8Z000000oYKDWA2?appealCode=23CWEB
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Arrhythmia Genetics Research (B2339)	https://giving.ucsf.edu/fund/other?giftComments=Arrhythmia Genetics Research (B2339)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Atrial Fibrillation and Cognitive Decline Research (B8078)	https://giving.ucsf.edu/fund/other?giftComments=Atrial Fibrillation and Cognitive Decline Research (B8078)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Cardiac Stem Cell Translational Development Program (B1643)	https://giving.ucsf.edu/fund/other?giftComments=Cardiac Stem Cell Translational Development Program (B1643)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Cardiology Research - Springer (B3373)	https://giving.ucsf.edu/fund/other?giftComments=Cardiology Research - Springer (B3373)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Center for Prevention of Heart and Vascular Disease (B2449)	https://giving.ucsf.edu/fund/other?giftComments=Center for Prevention of Heart and Vascular Disease (B2449)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Dr. Albert Education, Research, and Advocacy Fund - NURTURE Center (B7522)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Albert Education, Research, and Advocacy Fund - NURTURE Center (B7522)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Dr. Gerstenfeld Cardiology Research (B3233)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Gerstenfeld Cardiology Research (B3233)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Dr. Gerstenfeld Cardiology Research (B3233)	https://giving.ucsf.edu/fund/other?giftComments=Dr. Gerstenfeld Cardiology Research (B3233)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Dr. Rima Arnaout's Program Fund (B8985)	https://giving.ucsf.edu/fund/01t8Z00000AdabfQAB
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=Health eHeart Fund (B3152)	https://giving.ucsf.edu/fund/other?giftComments=Health eHeart Fund (B3152)
makeagift.ucsf.edu/site/SPageServer?Primary=Cardiology&Other=UCSF Center for the Prevention of Sudden Cardiac Death (B7128)	https://giving.ucsf.edu/fund/other?giftComments=UCSF Center for the Prevention of Sudden Cardiac Death (B7128)
makeagift.ucsf.edu/site/SPageServer?Primary=UCSF Center for Colitis and Crohn's Disease	https://giving.ucsf.edu/fund/01t8Z00000BdU3GQAV
makeagift.ucsf.edu/site/SPageServer?Primary=UCSF Center for Colitis and Crohn's Disease&ACode=B2188	https://giving.ucsf.edu/fund/01t8Z00000BdTvQQAV
makeagift.ucsf.edu/site/SPageServer?Other=Glial Tumor Neuroscience Program zzz7031245-SFFDN	https://giving.ucsf.edu/fund/01t8Z00000AdaCyQAJ
makeagift.ucsf.edu/site/SPageServer?Other=MERI Center for Education in Palliative Care (B8040)&AppealCode=MER20	https://giving.ucsf.edu/fund/01t8Z00000AdaBOQAZ?appealCode=MER20
makeagift.ucsf.edu/site/SPageServer?Other=PRIORITY: Pregnancy CoRonavIrus Outcomes RegIsTrY (B8993)	https://giving.ucsf.edu/fund/other?giftComments=PRIORITY: Pregnancy CoRonavIrus Outcomes RegIsTrY (B8993)
makeagift.ucsf.edu/site/SPageServer?Primary=Alliance Health Project (AHP)	https://giving.ucsf.edu/fund/01t8Z00000BdTvlQAF
